基金代码,交易日期,申购金额,赎回金额,申赎1曝光,申赎2曝光,申赎3曝光,基金类型,风险等级,主要投资行业,投资风格,流动性等级,星期-申购,星期-赎回,节假日,百度指数-申购,情绪热度,发薪收盘
161024,20240623,1866.51,1805.01,4313.3,2401.0,4735.03,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.04,0.03,0.0,376.0,371413.4,2483.0
1316,20240623,3384.36,4100.33,4210.86,2828.39,3326.42,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.06,0.05,0.0,279.0,2274431.0,16039.27
160717,20240623,1401.15,1353.83,2701.23,2401.0,2567.01,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.09,0.07,0.0,140.0,9829412.0,3330.08
161028,20240624,28066.51,42439.98,43925.44,2401.0,96282.93,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.22,0.18,1.0,70938.0,407695.01,2416.55
402,20240624,2670.96,5865.7,3141.33,2538.05,3410.48,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.17,1.0,319.0,9146766.01,4660.73
1480,20240624,6057.33,10941.69,7350.93,2401.0,17238.07,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.16,1.0,3229.0,9146766.01,4660.73
50027,20240624,28468.43,22628.16,11111.94,4336.61,10341.23,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.22,1.0,2203.0,1028729.44,3164.87
164906,20240624,9873.77,26115.45,35680.74,2401.0,47858.82,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.19,0.19,1.0,3229.0,1019900.75,6070.79
100050,20240624,17204.33,2505.17,3909.93,2692.75,4068.87,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.15,0.17,1.0,3229.0,1028729.45,3164.87
86,20240624,2325.6,1353.06,7443.47,4312.59,6054.64,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.15,0.14,1.0,284.0,1028729.45,3164.87
1016,20240624,3707.7,2186.41,5288.16,2401.0,5467.6,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.17,1.0,70938.0,6225230.01,2404.18
530028,20240624,22596.15,40348.03,9662.36,4594.45,8369.6,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.19,0.18,1.0,2203.0,1028729.45,3164.88
1407,20240624,1497.86,1367.83,2446.92,2408.06,2530.98,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.15,0.16,1.0,284.0,9146766.01,4660.73
965,20240624,1989.75,1953.8,2567.72,2401.0,2932.94,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.17,0.16,1.0,284.0,9146766.01,4660.73
385,20240624,2677.77,3191.21,2563.48,2431.38,2816.38,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.22,1.0,319.0,31859582.1,2963.2
192,20240624,9066.37,6747.89,3864.01,2658.14,4410.78,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.22,1.0,329.0,1028729.45,3164.88
164402,20240624,6081.14,13745.31,12193.48,2401.0,37077.35,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.21,0.2,1.0,319.0,407695.01,2416.55
168204,20240624,22202.75,10202.96,12360.2,2401.0,38404.72,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.17,1.0,2203.0,1028729.45,3164.87
166016,20240624,87004.34,48580.1,5496.56,3149.81,6152.83,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.16,0.22,1.0,2203.0,407695.01,2416.55
1338,20240624,17188.59,77762.11,9617.14,4099.25,11586.66,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.18,0.18,1.0,3229.0,1943821.98,10921.45
161024,20240624,6686.72,15715.49,9156.55,2401.0,21388.33,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.2,0.18,1.0,3229.0,407694.9,2416.55
1316,20240624,11931.38,17638.28,7448.42,3296.75,7769.84,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.18,0.2,1.0,2203.0,2618221.5,16018.78
160717,20240624,1778.87,2089.79,3329.95,2401.0,3462.05,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.16,0.17,1.0,265.0,10478738.0,3320.84
161028,20240625,27326.0,40840.77,54836.9,2401.0,100825.96,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.24,0.18,1.0,62355.0,509438.48,2439.95
402,20240625,2937.58,13703.84,3362.45,2600.92,3493.14,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.19,1.0,284.0,8736320.01,4523.21
1480,20240625,8366.38,12935.94,8446.6,2401.0,18097.09,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.19,1.0,2940.0,8736320.01,4523.21
50027,20240625,46177.53,13342.99,14024.54,5375.05,11482.11,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.2,0.22,1.0,1878.0,896425.56,3155.11
164906,20240625,8551.55,23721.71,44845.92,2401.0,50261.38,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.2,0.23,1.0,2940.0,936901.25,6021.76
100050,20240625,18363.94,2613.92,4220.05,2774.7,4208.04,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.17,1.0,2940.0,896425.57,3155.11
86,20240625,3486.63,1462.89,8816.06,5214.7,6497.57,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.19,1.0,262.0,896425.57,3155.11
1016,20240625,3817.75,2626.81,5748.75,2401.0,5535.41,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.2,0.18,1.0,62355.0,5873973.01,2394.32
530028,20240625,33183.03,41047.4,12103.76,5469.01,8917.78,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.22,0.23,1.0,1878.0,896425.57,3155.12
1407,20240625,1841.59,2016.43,2458.93,2409.48,2540.17,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.15,1.0,262.0,8736320.01,4523.21
965,20240625,1595.64,1971.05,2629.18,2401.0,2992.28,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.17,0.17,1.0,262.0,8736320.01,4523.21
385,20240625,2869.71,4438.96,2635.53,2437.73,2865.12,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.17,1.0,284.0,29656930.1,2950.1
192,20240625,12617.26,11693.89,4304.82,2740.08,4626.95,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.22,0.22,1.0,322.0,896425.57,3155.12
164402,20240625,9258.45,15035.4,15077.82,2401.0,38527.64,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.19,1.0,284.0,509438.48,2439.95
168204,20240625,19471.14,12373.0,14949.25,2401.0,40509.87,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.21,0.22,1.0,1878.0,896425.57,3155.11
166016,20240625,259255.93,55212.45,5756.52,3359.62,6823.93,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.18,0.21,1.0,1878.0,509438.48,2439.95
1338,20240625,9435.49,62187.17,10578.59,4739.98,12196.31,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.2,0.2,1.0,2940.0,1412493.1,10908.09
161024,20240625,8818.36,9471.67,11053.31,2401.0,22250.87,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.22,0.19,1.0,2940.0,509438.4,2439.95
1316,20240625,12530.98,18576.14,9244.15,3849.17,8251.62,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.19,0.18,1.0,1878.0,1927160.0,16008.61
160717,20240625,1760.63,1482.88,3443.69,2401.0,3503.73,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.18,0.19,1.0,201.0,10271790.0,3305.31
161028,20240626,15993.98,21238.06,55587.83,2401.0,108032.21,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.22,1.0,56159.0,365380.98,2435.48
402,20240626,3594.26,2124.26,3365.27,2587.5,3519.98,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.19,1.0,304.0,8477717.01,4668.3
1480,20240626,6125.62,5402.68,8828.07,2401.0,19497.93,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.21,1.0,3126.0,8477717.01,4668.3
50027,20240626,35005.87,18549.12,13734.9,5182.2,11419.24,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.18,1.0,1789.0,832498.19,3138.81
164906,20240626,9160.02,11024.24,43759.43,2401.0,52892.82,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.18,0.18,1.0,3126.0,975805.44,6150.94
100050,20240626,15415.89,3004.69,4219.34,2798.01,4270.91,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.17,1.0,3126.0,832498.19,3138.81
86,20240626,5938.8,1355.68,8648.63,5078.36,6643.8,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.18,1.0,220.0,832498.2,3138.81
1016,20240626,3659.17,1701.81,5880.15,2401.0,5764.3,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.21,1.0,56159.0,4673237.51,2398.36
530028,20240626,19916.47,47409.62,11479.28,4969.57,8954.52,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.18,0.19,1.0,1789.0,832498.2,3138.82
1407,20240626,1481.28,1377.55,2460.34,2410.18,2547.94,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.19,1.0,220.0,8477717.01,4668.2
965,20240626,1636.59,1854.02,2609.4,2401.0,3037.49,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.16,0.17,1.0,220.0,8477717.01,4668.3
385,20240626,2922.94,2731.51,2624.23,2434.91,2894.09,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.15,1.0,304.0,27621516.1,2972.63
192,20240626,11683.39,10472.04,4230.64,2730.19,4674.99,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.17,1.0,328.0,832498.2,3138.82
164402,20240626,8259.33,4725.11,15344.85,2401.0,41205.0,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.21,1.0,304.0,365380.98,2435.48
168204,20240626,15602.6,13567.5,14358.68,2401.0,41760.95,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.21,1.0,1789.0,832498.2,3138.81
166016,20240626,167189.93,105720.16,6022.14,3431.68,7126.99,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.21,0.21,1.0,1789.0,365380.98,2435.48
1338,20240626,17735.85,16194.6,10208.42,4478.6,12600.38,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.19,0.19,1.0,3126.0,1037880.04,10885.67
161024,20240626,7151.11,4031.37,11195.3,2401.0,23636.88,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.16,0.2,1.0,3126.0,365380.9,2435.48
1316,20240626,10629.21,11812.27,8893.76,3638.66,8621.79,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.17,0.18,1.0,1789.0,1593943.62,16009.19
160717,20240626,1841.89,1582.78,3512.21,2401.0,3574.37,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.17,0.16,1.0,237.0,8918366.0,3324.24
161028,20240627,17532.28,22025.66,53268.64,2401.0,96947.68,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.14,0.17,1.0,54316.0,411885.35,2378.17
402,20240627,4742.47,4717.99,3361.03,2593.85,3466.29,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.15,1.0,319.0,8339906.51,4614.36
1480,20240627,6310.97,3240.07,8055.24,2401.0,17376.53,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.18,1.0,2916.0,8339906.51,4614.37
50027,20240627,40697.38,14890.82,13607.75,5076.24,11192.47,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.14,1.0,1829.0,910366.85,3120.15
164906,20240627,11035.71,18259.53,42015.97,2401.0,48083.47,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.19,0.18,1.0,2916.0,809521.79,6031.09
100050,20240627,15154.79,4110.02,4162.12,2759.16,4170.6,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.22,0.16,1.0,2916.0,910366.85,3120.15
86,20240627,2965.88,1353.06,8508.76,4978.75,6473.55,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.16,1.0,323.0,910366.85,3120.15
1016,20240627,3672.36,2235.87,5725.44,2401.0,5449.23,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.16,1.0,54316.0,5457719.51,2388.57
530028,20240627,21654.24,34812.81,11224.97,4980.87,8647.22,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.17,0.17,1.0,1829.0,910366.85,3120.15
1407,20240627,1616.44,1377.75,2463.87,2414.42,2550.76,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.17,1.0,323.0,8339906.51,4614.36
965,20240627,2381.64,1629.56,2619.29,2401.0,2966.14,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.18,0.16,1.0,323.0,8339906.51,4614.38
385,20240627,3002.94,2738.34,2614.34,2437.03,2850.99,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.15,1.0,319.0,26667098.1,2945.85
192,20240627,8710.64,6328.94,4216.52,2742.91,4561.96,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.14,1.0,329.0,910366.85,3120.15
164402,20240627,5818.95,4818.45,14603.81,2401.0,37120.44,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.17,1.0,319.0,411885.35,2378.17
168204,20240627,12421.31,11390.24,13877.6,2401.0,38856.83,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.18,1.0,1829.0,910366.85,3120.15
166016,20240627,180371.96,147250.16,6272.92,3531.28,7659.64,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.19,0.16,1.0,1829.0,411885.35,2378.17
1338,20240627,10911.58,32862.34,9860.86,4335.2,11858.63,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.17,0.18,1.0,2916.0,1087432.48,10743.08
161024,20240627,4765.37,3428.21,10740.36,2401.0,21208.89,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.17,0.18,1.0,2916.0,411885.35,2378.17
1316,20240627,36778.26,6861.05,8780.74,3657.03,8013.56,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.2,0.17,1.0,1829.0,1658049.39,15890.72
160717,20240627,2328.21,1598.77,3450.75,2401.0,3462.05,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.16,0.18,1.0,219.0,9273813.1,3300.36
161028,20240628,20660.25,39276.15,49827.63,2401.0,99582.65,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.2,1.0,47171.0,482449.88,2342.39
402,20240628,7082.4,3084.63,3499.49,2677.21,3485.36,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.14,0.12,1.0,388.0,9053255.01,4642.74
1480,20240628,4528.91,6517.84,7834.12,2401.0,18178.32,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.2,1.0,2945.0,9053255.01,4642.75
50027,20240628,44771.48,10660.06,13537.81,5209.04,11250.4,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.14,0.12,1.0,1662.0,1135788.85,3168.87
164906,20240628,9428.73,16855.91,39541.36,2401.0,49519.63,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.17,0.18,1.0,2945.0,901479.72,5968.52
100050,20240628,7673.38,1900.72,4067.46,2773.99,4146.58,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.23,0.19,1.0,2945.0,1135788.85,3168.87
86,20240628,4509.93,1349.98,8472.73,5061.4,6578.8,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.14,0.17,1.0,251.0,1135788.85,3168.87
1016,20240628,3640.06,2406.29,5521.28,2401.0,5588.4,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.17,1.0,47171.0,6266004.51,2394.88
530028,20240628,27519.26,33005.07,11191.77,5134.16,8638.74,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.13,0.12,1.0,1662.0,1135788.85,3168.87
1407,20240628,1951.46,1359.92,2465.28,2409.48,2543.7,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.16,1.0,251.0,9053255.01,4642.74
965,20240628,1624.69,1816.62,2589.62,2401.0,2989.45,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.16,0.15,1.0,251.0,9053255.01,4642.76
385,20240628,2732.43,3004.22,2609.4,2427.84,2847.46,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.14,0.14,1.0,388.0,31334702.1,2967.4
192,20240628,10694.09,2687.25,4198.85,2729.49,4631.89,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.15,0.13,1.0,307.0,1135788.85,3168.87
164402,20240628,11962.17,13931.67,14202.56,2401.0,40778.31,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.18,1.0,388.0,482449.88,2342.39
168204,20240628,9232.69,9824.42,13713.71,2401.0,39710.9,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.14,1.0,1662.0,1135788.85,3168.87
166016,20240628,228964.77,75465.31,6636.03,3695.88,8753.89,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.2,0.15,1.0,1662.0,482449.88,2342.39
1338,20240628,10351.03,31294.75,9353.65,4086.53,11913.03,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.17,0.16,1.0,2945.0,1399715.72,10514.38
161024,20240628,7261.79,9082.59,10370.9,2401.0,23111.3,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.16,0.19,1.0,2945.0,482449.88,2342.39
1316,20240628,8053.88,8056.97,8350.52,3486.07,8033.34,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.15,0.15,1.0,1662.0,1977528.39,15723.7
160717,20240628,1852.78,1513.31,3394.24,2401.0,3486.07,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.15,0.16,1.0,202.0,10826112.1,3310.09
161028,20240629,1660.66,5138.72,26098.07,2401.0,26657.56,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.02,0.02,0.0,6186.0,482449.83,2342.39
402,20240629,2178.0,3536.77,3033.96,2538.05,2812.85,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.08,0.09,0.0,157.0,9053255.01,4642.74
1480,20240629,1380.16,1444.84,5077.65,2401.0,6348.51,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.03,0.0,530.0,9053255.01,4642.75
50027,20240629,17464.61,7494.2,9718.16,4270.91,5974.81,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.07,0.07,0.0,324.0,1135788.85,3168.87
164906,20240629,1825.47,7187.42,22920.56,2401.0,15533.46,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.04,0.03,0.0,530.0,901479.72,5968.52
100050,20240629,2754.36,1438.37,3394.24,2613.63,3136.39,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.07,0.0,530.0,1135788.85,3168.87
86,20240629,3575.9,1349.98,6525.82,4325.31,3988.34,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.1,0.09,0.0,137.0,1135788.85,3168.87
1016,20240629,1405.24,1768.36,4396.65,2401.0,3181.6,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.06,0.05,0.0,6186.0,6266004.51,2394.88
530028,20240629,12984.12,12119.92,8318.03,4424.91,4659.44,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.05,0.07,0.0,324.0,1135788.85,3168.87
1407,20240629,1360.81,1349.98,2441.97,2405.94,2461.75,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.08,0.08,0.0,137.0,9053255.01,4642.74
965,20240629,1392.84,1427.03,2511.91,2401.0,2575.49,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.09,0.1,0.0,137.0,9053255.01,4642.76
385,20240629,2376.29,2098.56,2531.69,2426.43,2561.36,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.09,0.09,0.0,157.0,31334702.1,2967.4
192,20240629,6416.48,3011.13,3413.31,2619.99,3102.48,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.05,0.06,0.0,259.0,1135788.85,3168.87
164402,20240629,1825.57,1714.57,8999.73,2401.0,12065.62,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.03,0.0,157.0,482449.88,2342.39
168204,20240629,2721.91,2085.58,8780.74,2401.0,13335.77,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.04,0.0,324.0,1135788.85,3168.87
166016,20240629,36113.14,24040.38,4914.46,3096.12,5724.74,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.03,0.02,0.0,324.0,482449.88,2342.39
1338,20240629,3113.51,3141.98,6258.09,3505.14,5593.34,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.05,0.05,0.0,530.0,1399715.72,10514.38
161024,20240629,2898.42,1889.62,6795.68,2401.0,7776.2,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.05,0.04,0.0,530.0,482449.88,2342.39
1316,20240629,3983.96,2356.71,6080.07,3174.54,4358.51,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.06,0.06,0.0,324.0,1977528.39,15723.7
160717,20240629,1381.03,2622.55,2968.26,2401.0,2756.33,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.1,0.08,0.0,142.0,10826112.1,3310.09
161028,20240630,1496.81,4839.64,14591.8,2401.0,14184.19,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.02,0.02,0.0,4076.0,482449.81,2342.39
402,20240630,2030.82,1658.67,2728.08,2497.07,2627.76,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.08,0.09,0.0,141.0,9053255.01,4642.74
1480,20240630,1449.14,1373.61,3507.26,2401.0,3959.38,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.03,0.0,399.0,9053255.01,4642.75
50027,20240630,12815.91,5322.57,6238.31,3517.15,4554.19,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.06,0.06,0.0,307.0,1135788.85,3168.87
164906,20240630,1672.73,4787.71,12399.05,2401.0,8398.56,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.03,0.02,0.0,399.0,901479.72,5968.52
100050,20240630,2079.71,1953.25,2954.13,2540.17,2848.17,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.07,0.0,399.0,1135788.85,3168.87
86,20240630,2463.57,1361.32,4672.87,3500.2,3293.92,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.09,0.07,0.0,151.0,1135788.85,3168.87
1016,20240630,1380.58,1491.65,3700.12,2401.0,2778.94,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.06,0.05,0.0,4076.0,6266004.51,2394.88
530028,20240630,10220.31,14439.85,5690.12,3648.55,3642.9,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.05,0.05,0.0,307.0,1135788.85,3168.87
1407,20240630,1416.53,1350.51,2427.14,2403.83,2442.68,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.08,0.08,0.0,151.0,9053255.01,4642.74
965,20240630,1358.54,1416.73,2456.1,2401.0,2494.25,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.07,0.09,0.0,151.0,9053255.01,4642.76
385,20240630,2461.25,2353.22,2465.99,2410.89,2471.64,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.08,0.08,0.0,141.0,31334702.1,2967.4
192,20240630,2870.39,3497.77,2931.53,2535.93,2740.08,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.05,0.05,0.0,278.0,1135788.85,3168.87
164402,20240630,2190.06,1681.21,5145.47,2401.0,6807.69,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.03,0.0,141.0,482449.88,2342.39
168204,20240630,2069.34,2410.51,5331.26,2401.0,7865.21,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.03,0.0,307.0,1135788.85,3168.87
166016,20240630,25000.65,15986.83,4129.63,2803.66,4445.4,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.02,0.02,0.0,307.0,482449.88,2342.39
1338,20240630,3938.59,2788.84,4427.03,2971.79,3929.71,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.04,0.04,0.0,399.0,1399715.72,10514.38
161024,20240630,1453.69,2053.87,4415.73,2401.0,4898.92,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.04,0.03,0.0,399.0,482449.88,2342.39
1316,20240630,4242.27,2635.39,4310.47,2865.83,3381.52,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.06,0.05,0.0,307.0,1977528.39,15723.7
160717,20240630,1350.19,1350.92,2663.79,2401.0,2568.42,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.09,0.07,0.0,145.0,10826112.1,3310.09
161028,20240701,26711.56,59142.36,45322.75,2401.0,101271.71,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.22,0.18,1.0,44456.0,698596.36,2466.39
402,20240701,4144.59,6344.69,3259.31,2569.13,3529.16,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.17,1.0,344.0,7532278.01,4631.74
1480,20240701,4856.55,4520.76,7588.29,2401.0,18395.2,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.16,1.0,3011.0,7532278.01,4631.75
50027,20240701,43042.69,32557.16,11863.58,4692.65,11071.68,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.22,1.0,1584.0,1100670.72,3247.98
164906,20240701,4760.52,16513.68,36257.89,2401.0,49133.22,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.19,0.19,1.0,3011.0,843667.35,5944.1
100050,20240701,9047.01,2815.08,4030.73,2730.19,4276.56,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.15,0.17,1.0,3011.0,1100670.72,3247.98
